id	north	south	east	west	high	low	name	scientific_name
223	34.1311	34.0288	-118.536	-118.632	NULL	NULL	Topanga Canyon, California, USA	USA, California, Topanga Canyon
224	34.8232	32.75	-117.646	-118.952	NULL	NULL	Los Angeles Co., California, USA	USA, California, Los Angeles Co.
225	37.8833	37.8101	-119.844	-119.876	NULL	NULL	Evergreen Rd., Stanislaus National Forest, Tuolumne Co., California, USA	USA, California, Tuolumne Co., Stanislaus National Forest, Evergreen Rd.
226	40.7218	40.147	-77.752	-78.175	600	200	Huntingdon Co., Pennsylvania, USA	USA, Pennsylvania, Huntingdon Co.
227	41.1595	41.1156	-73.2225	-73.3008	NULL	NULL	Fairfield, Connecticut, USA	USA, Connecticut, Fairfield
228	-33.8183	-33.8297	151.184	151.175	NULL	NULL	Bushland Park, Lane Cove, New South Wales, Australia	Australia, New South Wales, Lane Cove, Bushland Park
229	39.8702	39.8033	-121.564	-121.614	NULL	NULL	Magalia, California, USA	USA, California, Magalia
230	41.5733	41.5466	-72.408	-72.4504	NULL	NULL	Salmon River State Forest, Westchester, Connecticut, USA	USA, Connecticut, Westchester, Salmon River State Forest
231	30.2288	30.1564	-93.631	-93.7182	NULL	NULL	Nibletts Bluff Park, Vinton, Louisiana, USA	USA, Louisiana, Vinton, Nibletts Bluff Park
232	41.6401	41.4427	-121.47	-121.816	NULL	NULL	Medicine Lake, Mount Shasta, California, USA	USA, California, Mount Shasta, Medicine Lake
233	36.6199	36.5483	-121.607	-121.716	NULL	NULL	Toro Park, Monterey Co., California, USA	USA, California, Monterey Co., Toro Park
234	42.0815	42.0456	-87.7596	-87.7902	NULL	NULL	Harms Woods, near Harms Rd. and Old Orchard Rd., near Glenview, Illinois, USA	USA, Illinois, near Glenview, near Harms Rd. and Old Orchard Rd., Harms Woods
235	44.7555	44.6853	-93.3865	-93.4937	NULL	NULL	Prior Lake, Minnesota, USA	USA, Minnesota, Prior Lake
236	-3.2721	-3.486	38.4686	38.2654	NULL	NULL	Taita Hills, Coast Prov., Kenya	Kenya, Coast Prov., Taita Hills
237	45.4515	45.3965	-76.274	-76.4188	NULL	NULL	Arnprior, Ontario, Canada	Canada, Ontario, Arnprior
238	40.776	40.638	-74.213	-74.41	NULL	0	Union Co., New Jersey, USA	USA, New Jersey, Union Co.
239	38.9765	38.5954	-119.861	-120.943	NULL	NULL	El Dorado Co., California, USA	USA, California, El Dorado Co.
240	41.8396	41.7293	-124.059	-124.148	NULL	NULL	Jedediah Smith State Park, Del Norte Co., California, USA	USA, California, Del Norte Co., Jedediah Smith State Park
241	40.6745	40.1943	-79.6907	-80.3609	NULL	NULL	Allegheny Co., Pennsylvania, USA	USA, Pennsylvania, Allegheny Co.
242	39.9434	37.0201	-94.6143	-102.041	NULL	NULL	Kansas, USA	USA, Kansas
243	47.5776	47.5711	-122.397	-122.403	NULL	NULL	Schmitz Preserve Park, Seattle, Washington, USA	USA, Washington, Seattle, Schmitz Preserve Park
244	38.2101	38.1075	-120.723	-120.824	NULL	NULL	New Hogan Lake, Calaveras Co., California, USA	USA, California, Calaveras Co., New Hogan Lake
245	40.1706	39.8725	-80.7572	-81.2247	NULL	NULL	Belmont Co., Ohio, USA	USA, Ohio, Belmont Co.
246	10.3494	10.2555	-85.7833	-85.8698	NULL	NULL	Tamarindo, Costa Rica	Costa Rica, Tamarindo
247	38.9914	38.8782	-9.2422	-9.3823	NULL	NULL	Mafra, Portugal	Portugal, Mafra
248	38.608	38.538	-9.05	-9.1324	NULL	NULL	Fontainhas, Sezimbra, Portugal	Portugal, Sezimbra, Fontainhas
249	42.1541	42.1336	-88.0628	-88.1007	NULL	NULL	Deer Grove West, Deer Grove Forest Preserve, Cook Co., Illinois, USA	USA, Illinois, Cook Co., Deer Grove Forest Preserve, Deer Grove West
251	49.0667	45.614	-116.938	-125.156	NULL	NULL	Washington, USA	USA, Washington
252	39.2327	39.0408	-84.326	-84.6256	NULL	NULL	Cincinnati, Hamilton Co., Ohio, USA	USA, Ohio, Hamilton Co., Cincinnati
253	40.3675	40.1075	-120.894	-121.352	NULL	NULL	Lake Almanor, California, USA	USA, California, Lake Almanor
254	40.1752	40.1054	-120.872	-120.997	NULL	NULL	Greenville, California, USA	USA, California, Greenville
255	-28.8447	-36.1734	153.677	140.889	NULL	NULL	New South Wales, Australia	Australia, New South Wales
256	45.8039	45.356	-84.7568	-85.1385	NULL	NULL	Emmet Co., Michigan, USA	USA, Michigan, Emmet Co.
257	37.4499	37.4499	-90.5406	-90.5406	NULL	NULL	Marble Creek Campground, Madison Co., Missouri, USA	USA, Missouri, Madison Co., Marble Creek Campground
258	41.5815	40.9669	-121.571	-122.541	NULL	NULL	Eastern Shasta-Trinity National Forest, Siskiyou Co., California, USA	USA, California, Siskiyou Co., Eastern Shasta-Trinity National Forest
259	43.247	43.098	-122.088	-122.245	NULL	NULL	Diamond Lake, Douglas Co., Oregon, USA	USA, Oregon, Douglas Co., Diamond Lake
260	-31.1423	-31.2862	152.9	152.692	NULL	NULL	Kundabung, New South Wales, Australia	Australia, New South Wales, Kundabung
261	34.4602	34.423	-94.5372	-94.5778	NULL	NULL	Watson, Oklahoma, USA	USA, Oklahoma, Watson
262	-31.5721	-31.6499	152.625	152.548	NULL	NULL	Swans Crossing State Forest, New South Wales, Australia	Australia, New South Wales, Swans Crossing State Forest
263	47.443	42.876	-66.9067	-71.1035	NULL	NULL	Maine, USA	USA, Maine
264	-31.578	-31.6364	152.492	152.433	NULL	NULL	State Forest near Comboyne, New South Wales, Australia	Australia, New South Wales, State Forest near Comboyne
265	41.984	41.0131	-105.491	-106.381	NULL	NULL	Albany Co., Wyoming, USA	USA, Wyoming, Albany Co.
266	39.6787	39.5591	-81.9086	-82.0981	NULL	NULL	Wildcat Hollow, Wayne National Forest, Ohio, USA	USA, Ohio, Wayne National Forest, Wildcat Hollow
267	47.3686	47.2205	-121.215	-121.348	NULL	NULL	near Stampede Pass, Kittitas Co., Washington, USA	USA, Washington, Kittitas Co., near Stampede Pass
268	39.3784	39.3274	-82.0068	-82.072	NULL	NULL	Strouds Run State Park, Athens, Ohio, USA	USA, Ohio, Athens, Strouds Run State Park
269	-31.1851	-31.2302	152.512	152.445	NULL	NULL	Wilson River Primitive Reserve, New South Wales, Australia	Australia, New South Wales, Wilson River Primitive Reserve
270	38.5804	38.389	-106.307	-106.422	NULL	NULL	Monarch Pass, Colorado, USA	USA, Colorado, Monarch Pass
271	42.5074	42.4745	-71.8806	-71.9084	NULL	NULL	Wachusett Mountain State Reservation, Princeton, Massachusetts, USA	USA, Massachusetts, Princeton, Wachusett Mountain State Reservation
272	32.4646	32.4376	-93.357	-93.3958	NULL	NULL	Lake Bistineau State Park, Webster Parish, Louisiana, USA	USA, Louisiana, Webster Parish, Lake Bistineau State Park
273	41.285	41.2355	-122.112	-122.167	NULL	NULL	McCloud, California, USA	USA, California, McCloud
274	-31.1813	-31.2341	152.51	152.448	NULL	NULL	Wilson River, New South Wales, Australia	Australia, New South Wales, Wilson River
275	47.3179	47.299	-121.301	-121.324	NULL	NULL	Crystal Springs Campground, Kittitas Co., Washington, USA	USA, Washington, Kittitas Co., Crystal Springs Campground
276	48.4308	48.341	-119.747	-119.955	NULL	NULL	Loup Loup Pass, Okanogan Co., Washington, USA	USA, Washington, Okanogan Co., Loup Loup Pass
277	30.861	30.8465	-94.2076	-94.2222	NULL	NULL	Martin Dies Jr. State Park, Jasper Co., Texas, USA	USA, Texas, Jasper Co., Martin Dies Jr. State Park
279	38.5318	38.5118	-90.5073	-90.5473	NULL	NULL	Forest 44 Conservation Area, Saint Louis Co., Missouri, USA	USA, Missouri, Saint Louis Co., Forest 44 Conservation Area
280	42.2455	42.2196	-71.7637	-71.7871	NULL	NULL	Broad Meadow Brook, Worcester, Massachusetts, USA	USA, Massachusetts, Worcester, Broad Meadow Brook
281	34.088	34.0566	-84.2466	-84.306	NULL	NULL	Alpharetta, Georgia, USA	USA, Georgia, Alpharetta
282	34.0515	34.0143	-84.3178	-84.3584	NULL	NULL	Roswell, Georgia, USA	USA, Georgia, Roswell
283	34.186	33.511	-84.098	-84.832	NULL	NULL	Fulton Co., Georgia, USA	USA, Georgia, Fulton Co.
285	34.3766	34.0903	-84.2902	-84.6269	NULL	NULL	Cherokee Co., Georgia, USA	USA, Georgia, Cherokee Co.
286	42.2896	42.2894	2.088	2.087	NULL	NULL	Planoles, Vall de Ribes, Girona, Spain	Spain, Girona, Vall de Ribes, Planoles
287	34.994	30.5623	-80.7715	-85.6934	NULL	NULL	Georgia, USA	USA, Georgia
288	44	43.7	-91.1	-91.4	360	150	La Crosse, Wisconsin, USA	USA, Wisconsin, La Crosse
290	46.3166	42.2936	-74.4057	-83.2039	NULL	NULL	southeastern Ontario, Ontario, Canada	Canada, Ontario, southeastern Ontario
291	36.241	36.175	-81.6188	-81.7156	NULL	NULL	Boone, North Carolina, USA	USA, North Carolina, Boone
292	40.3204	40.2575	-76.5994	-76.7024	NULL	NULL	Hershey, Pennsylvania, USA	USA, Pennsylvania, Hershey
293	35.0952	35.0277	-83.1624	-83.2613	NULL	NULL	Highlands, North Carolina, USA	USA, North Carolina, Highlands
294	39.3853	39.2673	-82.3041	-82.4716	NULL	NULL	Zaleski State Forest, Ohio, USA	USA, Ohio, Zaleski State Forest
295	57.795	57.5659	12.2278	11.7664	NULL	NULL	Gothenburg, Sweden	Sweden, Gothenburg
296	42.483	42.406	-76.358	-76.543	NULL	NULL	near Ithaca, Tompkins Co., New York, USA	USA, New York, Tompkins Co., near Ithaca
297	42.8892	42.8823	-73.8065	-73.8123	NULL	NULL	Kinns Rd. Park, Clifton Park, New York, USA	USA, New York, Clifton Park, Kinns Rd. Park
298	45.652	45.433	-122.473	-122.837	NULL	NULL	Portland, Multnomah Co., Oregon, USA	USA, Oregon, Multnomah Co., Portland
299	47.7038	47.6672	-121.138	-121.163	1500	600	Surprise Lake, Snohomish Co., Washington, USA	USA, Washington, Snohomish Co., Surprise Lake
300	43.119	43.097	-73.6578	-73.6882	NULL	NULL	Southeastern Wilton, New York, USA	USA, New York, Southeastern Wilton
301	37.735	37.694	-122.108	-122.194	245	0	San Leandro, California, USA	USA, California, San Leandro
302	34.1689	34.1192	-118.063	-118.175	200	100	Pasadena, California, USA	USA, California, Pasadena
303	37.6803	37.6803	-89.395	-89.395	NULL	NULL	Little Grand Canyon, Carbondale, Illinois, USA	USA, Illinois, Carbondale, Little Grand Canyon
304	42.7354	42.7118	-84.4624	-84.4977	NULL	NULL	Michigan State University, East Lansing, Michigan, USA	USA, Michigan, East Lansing, Michigan State University
305	44.0241	43.9895	-122.942	-122.997	NULL	NULL	Mount Pisgah Arboretum, Lane Co., Oregon, USA	USA, Oregon, Lane Co., Mount Pisgah Arboretum
306	38.0062	37.9617	-80.9038	-80.9879	NULL	NULL	Babcock State Park, Fayette Co., West Virginia, USA	USA, West Virginia, Fayette Co., Babcock State Park
307	45.5828	45.5762	-123.949	-123.953	NULL	NULL	Camp Magruder, Rockaway Beach, Tillamook Co., Oregon, USA	USA, Oregon, Tillamook Co., Rockaway Beach, Camp Magruder
308	45.5112	45.5086	-122.718	-122.719	NULL	NULL	World Forestry Center, Washington Park, Portland, Multnomah Co., Oregon, USA	USA, Oregon, Multnomah Co., Portland, Washington Park, World Forestry Center
309	38.2143	38.1974	-80.9286	-80.9455	NULL	NULL	Carnifex Ferry Battlefield State Park, Nicholas Co., West Virginia, USA	USA, West Virginia, Nicholas Co., Carnifex Ferry Battlefield State Park
310	44.2671	44.2462	-73.779	-73.802	NULL	NULL	Keene, New York, USA	USA, New York, Keene
311	-14.8612	-14.8877	-67.2926	-67.4004	425	275	Laguna Azul Trail, Pilón Lajas Biosphere Reserve and Communal Lands, Rurrenabaque Municipality, José Ballivián Province, Beni Department, Bolivia	Bolivia, Beni Department, José Ballivián Province, Rurrenabaque Municipality, Pilón Lajas Biosphere Reserve and Communal Lands, Laguna Azul Trail
312	-17.2418	-17.3244	-61.2721	-61.3985	350	280	Bella Vista, San Jose Municipality, Chiquitos Province, Santa Cruz Department, Bolivia	Bolivia, Santa Cruz Department, Chiquitos Province, San Jose Municipality, Bella Vista
313	30.5457	30.3504	-91.0094	-91.2181	NULL	NULL	East Baton Rouge Parish, Baton Rouge, Louisiana, USA	USA, Louisiana, Baton Rouge, East Baton Rouge Parish
315	45.7793	45.0468	-123.298	-124.025	NULL	NULL	Tillamook Co., Oregon, USA	USA, Oregon, Tillamook Co.
316	38.3058	38.2754	-80.8223	-80.8285	NULL	NULL	Muddlety Creek Trail, Summersville, West Virginia, USA	USA, West Virginia, Summersville, Muddlety Creek Trail
318	35.3641	35.3387	-82.7525	-82.7827	NULL	NULL	Pink Beds Trail, Pisgah Forest, North Carolina, USA	USA, North Carolina, Pisgah Forest, Pink Beds Trail
319	37.9631	37.9557	-81.1591	-81.1723	NULL	NULL	Whipple, West Virginia, USA	USA, West Virginia, Whipple
320	42.9157	42.8958	-73.8068	-73.834	NULL	NULL	Jonesville, New York, USA	USA, New York, Jonesville
321	83	41.677	-52.6176	-141	NULL	NULL	Canada	Canada
322	-16.1918	-16.2059	-67.7152	-67.725	2125	1880	Sendero del Calvario, Coroico, Coroico Canton, Coroico Municipality, Nor Yungas Province, La Paz Department, Bolivia	Bolivia, La Paz Department, Nor Yungas Province, Coroico Municipality, Coroico Canton, Coroico, Sendero del Calvario
323	45.5823	45.5189	-122.064	-122.122	NULL	NULL	Larch Mountain, Multnomah Co., Oregon, USA	USA, Oregon, Multnomah Co., Larch Mountain
325	45.4375	45.3353	-123.944	-124.011	NULL	NULL	Cape Lookout State Park, Tillamook Co., Oregon, USA	USA, Oregon, Tillamook Co., Cape Lookout State Park
326	-18.1405	-18.1496	-63.6199	-63.634	975	870	Ginger's Paradise, Samaipata Canton, Samaiata Municipality, Florida Province, Santa Cruz Department, Bolivia	Bolivia, Santa Cruz Department, Florida Province, Samaiata Municipality, Samaipata Canton, Ginger's Paradise
327	45.2899	45.2019	-122.434	-122.536	NULL	NULL	Paul Bishop's Jones Creek Tree Farm, Beavercreek, Clackamas Co., Oregon, USA	USA, Oregon, Clackamas Co., Beavercreek, Paul Bishop's Jones Creek Tree Farm
328	45.2899	45.2019	-122.434	-122.536	NULL	NULL	Beavercreek, Clackamas Co., Oregon, USA	USA, Oregon, Clackamas Co., Beavercreek
330	40.5597	40.1726	-105.537	-105.896	4346	2396	Rocky Mountain National Park, Larimer Co., Colorado, USA	USA, Colorado, Larimer Co., Rocky Mountain National Park
331	45.4616	44.889	-121.65	-122.789	NULL	NULL	Clackamas Co., Oregon, USA	USA, Oregon, Clackamas Co.
332	44.653	30.7277	144.008	130.564	NULL	NULL	Japan	Japan
333	0.1504	0.0549	-76.8329	-76.9297	NULL	NULL	Nueva Loja, Sucumbíos, Ecuador	Ecuador, Sucumbíos, Nueva Loja
334	35.3622	35.0727	-112.937	-113.148	2100	1800	Juniper Mountains, Yavapai Co., Arizona, USA	USA, Arizona, Yavapai Co., Juniper Mountains
335	36.8137	36.1844	-111.651	-111.97	2000	1500	Rim of Marble Canyon, Grand Canyon National Park, Coconino Co., Arizona, USA	USA, Arizona, Coconino Co., Grand Canyon National Park, Rim of Marble Canyon
337	30.3262	30.3185	-81.6482	-81.6579	NULL	NULL	Jacksonville, Florida, USA	USA, Florida, Jacksonville
338	45.8113	45.7883	-77.131	-77.1485	170	150	Forest near Elgin St., Pembroke, Ontario, Canada	Canada, Ontario, Pembroke, Forest near Elgin St.
339	35.8434	35.7911	-105.763	-105.823	3400	2700	Windsor Trail, Pecos Wilderness, Santa Fe, New Mexico, USA	USA, New Mexico, Santa Fe, Pecos Wilderness, Windsor Trail
340	45.0597	45.0384	-76.3932	-76.4161	1000	100	Baird Woods near Herron's Mills, Lanark Co., Ontario, Canada	Canada, Ontario, Lanark Co., Baird Woods near Herron's Mills
341	43.6825	43.6537	-80.4309	-80.4606	400	300	Elora Gorge Conservation Area, Elora, Ontario, Canada	Canada, Ontario, Elora, Elora Gorge Conservation Area
342	43.4146	42.8574	-80.2336	-81.2729	400	100	Oxford Co., Ontario, Canada	Canada, Ontario, Oxford Co.
343	42.9879	42.6508	-81.9141	-82.4005	400	100	Lambton Co., Ontario, Canada	Canada, Ontario, Lambton Co.
344	44.7846	44.7683	-76.1696	-76.1903	120	80	Mill Pond Conservation Area, Leeds-Grenville Co., Ontario, Canada	Canada, Ontario, Leeds-Grenville Co., Mill Pond Conservation Area
345	44.5626	44.4803	-75.946	-76.0511	120	80	Charleston Lake Provincial Park, Ontario, Canada	Canada, Ontario, Charleston Lake Provincial Park
346	44.7935	44.749	-76.2018	-76.2685	120	80	Murphys Point Provincial Park, Lanark Co., Ontario, Canada	Canada, Ontario, Lanark Co., Murphys Point Provincial Park
348	45.8241	45.8084	-77.0256	-77.0496	230	210	Island Brae Golf Course, Morrison's Island, Quebec, Canada	Canada, Quebec, Morrison's Island, Island Brae Golf Course
349	45.7617	45.7195	-75.7426	-75.7928	200	100	Saint-Pierre-De-Wakefield, Quebec, Canada	Canada, Quebec, Saint-Pierre-De-Wakefield
350	46.8677	45.4	-71.9165	-78.4973	1000	15	Southern Quebec, Quebec, Canada	Canada, Quebec, Southern Quebec
351	35.8662	35.8017	-106.392	-106.46	2800	2300	Jemez Mountains, Los Alamos, New Mexico, USA	USA, New Mexico, Los Alamos, Jemez Mountains
352	46.2566	44.5592	-68.0164	-69.9156	80	5	Penobscot Co., Maine, USA	USA, Maine, Penobscot Co.
353	45.368	45.3345	-65.4814	-65.5884	300	0	Saint Martins, New Brunswick, Canada	Canada, New Brunswick, Saint Martins
354	45.8007	45.7694	-64.5886	-64.6494	50	0	Hopewell, New Brunswick, Canada	Canada, New Brunswick, Hopewell
355	34.2293	34.1784	-118.174	-118.231	NULL	NULL	La Cañada Flintridge, California, USA	USA, California, La Cañada Flintridge
356	34.1242	34.0987	-118.136	-118.178	NULL	NULL	South Pasadena, California, USA	USA, California, South Pasadena
357	45.4912	45.2377	-75.44	-75.9536	100	50	Ottawa, Ontario, Canada	Canada, Ontario, Ottawa
358	42	32.5352	-114.133	-124.416	4418	-86	California, USA	USA, California
359	34.2077	34.1676	-118.096	-118.173	NULL	NULL	Altadena, California, USA	USA, California, Altadena
360	35.389	32.5335	-114.148	-120.938	3505	0	southern California, California, USA	USA, California, southern California
361	36.906	36.2443	-111.105	-111.635	2000	2000	Plateau above Echo Cliffs, Coconino Co., Arizona, USA	USA, Arizona, Coconino Co., Plateau above Echo Cliffs
362	37.0616	37.0551	-122.047	-122.061	200	150	Felton, California, USA	USA, California, Felton
363	38.3847	38	-78.7102	-79.2389	1500	180	Blueridge Mountains, Staunton, Virginia, USA	USA, Virginia, Staunton, Blueridge Mountains
364	42.7224	42.6138	-73.7233	-73.8981	NULL	NULL	Eastern Long Island, New York, USA	USA, New York, Eastern Long Island
365	30.4913	30.4873	-94.7738	-94.7785	600	500	Big Thicket, Beaumont Unit, Hardin Co., Texas, USA	USA, Texas, Hardin Co., Beaumont Unit, Big Thicket
366	37.8792	37.8049	-111.398	-111.458	2000	2000	The Hogs Back, Garfield Co., Utah, USA	USA, Utah, Garfield Co., The Hogs Back
367	45.5233	45.3841	-122.455	-122.666	50	15	Southeast Portland, Multnomah Co., Oregon, USA	USA, Oregon, Multnomah Co., Southeast Portland
368	38.2867	37.928	-111.279	-111.587	3400	2000	Boulder Mountain, Dixie National Forest, Garfield Co., Utah, USA	USA, Utah, Garfield Co., Dixie National Forest, Boulder Mountain
369	34.4522	34.1527	-117.466	-118.477	3068	100	San Gabriel Mountains, Los Angeles Co., California, USA	USA, California, Los Angeles Co., San Gabriel Mountains
370	33.1271	33.1061	-79.9259	-79.9606	NULL	NULL	Mepkin Abbey, Berkeley Co., South Carolina, USA	USA, South Carolina, Berkeley Co., Mepkin Abbey
371	49.5532	49.4897	-124.582	-124.716	350	0	Hornby Island, British Columbia, Canada	Canada, British Columbia, Hornby Island
372	56.1	55	-120	-122	1135	807	Peace River Area, British Columbia, Canada	Canada, British Columbia, Peace River Area
373	50.9	50.7	-116.6	-116.9	NULL	NULL	Shuswap Valley, British Columbia, Canada	Canada, British Columbia, Shuswap Valley
374	46.2103	43.787	-73.6084	-77.6733	1000	0	Eastern Ontario, Ontario, Canada	Canada, Ontario, Eastern Ontario
375	45.0658	44.9546	-75.5375	-75.703	90	70	Kemptville, Ontario, Canada	Canada, Ontario, Kemptville
